profile_id,previous_company,previous_role,transition_date,location,seniority,status,linkedin_url,expertise
10f3a15f-11dc-48fd-9c26-8e6b25d8412e,Meta,Senior Engineer,2024-04-23,Seattle,Director,Raised Seed,linkedin.com/in/cynthia20,Distributed Systems
72adc04c-1082-4985-b10a-ed6d9d8c4278,Google,Staff Engineer,2024-01-31,LA,Director,Stealth,linkedin.com/in/qjacobs,Security
d45df89e-68ab-4706-96e4-1af982ebaee5,Google,ML Engineer,2025-07-22,LA,Director,Launched,linkedin.com/in/christopherbates,Security
8f0fd348-6dd4-4e65-82fc-fcacb537b5a1,Meta,Principal Engineer,2023-08-26,SF Bay Area,Principal,Stealth,linkedin.com/in/andrewsdouglas,Full Stack
185c463e-9df4-42db-a5cc-8c4ba6d30a41,Google,Senior ML Engineer,2024-07-05,Seattle,Principal,Stealth,linkedin.com/in/waynetran,ML/AI
5e7f1868-2ed1-4f32-82e2-5a40e5e28ce3,Meta,Staff Engineer,2025-02-18,SF Bay Area,Principal,Stealth,linkedin.com/in/bsalazar,Data Engineering
8b76bcd0-0b46-4b16-8399-a82c02824c08,Microsoft,ML Engineer,2024-05-29,SF Bay Area,Staff,Stealth,linkedin.com/in/wcollins,Infrastructure
fe098cae-9afb-4f98-8159-f995c583b9dc,Meta,Principal Engineer,2025-03-20,Boston,Senior,Stealth,linkedin.com/in/tmclaughlin,ML/AI
cbcbd8b4-b0cf-416e-a1ef-14f337ea1e20,Amazon,Engineering Manager,2023-09-30,Boston,Senior,Launched,linkedin.com/in/jordan40,Infrastructure
dac60bef-2431-486e-ad52-a488016e23a4,Meta,Engineering Manager,2024-09-04,Boston,Staff,Failed,linkedin.com/in/katherinegutierrez,Full Stack
0b2d074d-e3c2-4702-ad0a-f824781f51f2,Google,Senior Engineer,2023-09-25,Seattle,Principal,Stealth,linkedin.com/in/christian14,ML/AI
390773a7-c92e-4ef4-92e6-4bf4185d7f16,Meta,Senior Engineer,2024-02-19,Boston,Director,Stealth,linkedin.com/in/andrew72,ML/AI
2982fba0-9226-43a0-a393-9e2ef50b5632,Google,Senior Engineer,2024-09-17,NYC,Senior,Stealth,linkedin.com/in/taylorsims,Infrastructure
e81bb960-287f-4fef-93f8-43ada79292d7,Google,Senior Engineer,2024-11-26,NYC,Principal,Raised Seed,linkedin.com/in/brett45,Security
73bbd99d-22ac-4741-96c4-02132b87f18d,Google,Engineering Manager,2024-12-22,NYC,Director,Stealth,linkedin.com/in/erica31,Full Stack
5ad6fc47-a4cd-4c43-ace7-09342488f6c7,Google,ML Engineer,2024-05-16,Seattle,Senior,Stealth,linkedin.com/in/angela47,Infrastructure
45474368-84b3-4f67-bbfb-9fec0911de72,Google,Senior ML Engineer,2025-05-22,LA,Senior,Stealth,linkedin.com/in/tracirodgers,Data Engineering
581220ce-8c05-401c-97e2-0a4e816c43eb,Google,Principal Engineer,2023-12-21,SF Bay Area,Director,Raised Seed,linkedin.com/in/bschultz,Security
74bc3bd1-4a84-401d-b9fd-6d4bfbcf7269,Google,Senior Engineer,2024-11-14,NYC,Staff,Stealth,linkedin.com/in/kenneth31,Distributed Systems
3c4f1c1d-983d-4c08-9d0a-d4ccfc103f21,Apple,Distinguished Engineer,2024-10-29,SF Bay Area,Senior,Launched,linkedin.com/in/haydenmata,Full Stack
a2b81edf-1f68-4cac-ac6d-add85dbaf7a9,Amazon,Engineering Manager,2025-04-12,Seattle,Staff,Stealth,linkedin.com/in/bmiller,Full Stack
01bc1056-5010-45da-a47a-685935d289d5,Google,Principal Engineer,2024-10-30,Boston,Principal,Launched,linkedin.com/in/zachary92,Security
d2280f7f-e91e-45dd-86bc-881a23998bec,Microsoft,Principal Engineer,2024-05-18,NYC,Principal,Launched,linkedin.com/in/patriciaschaefer,Infrastructure
8c80261d-ab17-4ff5-bd69-5c4d6369768b,Meta,Senior ML Engineer,2024-07-01,SF Bay Area,Director,Launched,linkedin.com/in/ychambers,Distributed Systems
e313801d-206d-4f49-b0ab-d5d9a517319e,Amazon,Engineering Manager,2024-09-09,Boston,Senior,Stealth,linkedin.com/in/vlarson,Distributed Systems
6ec2a287-66b9-4324-aa59-5fd1990200e4,Meta,Distinguished Engineer,2024-08-25,SF Bay Area,Senior,Failed,linkedin.com/in/zmartin,Distributed Systems
950b769b-6db9-4168-84f3-52147d6f299d,Google,Director of Engineering,2024-07-16,Boston,Senior,Launched,linkedin.com/in/gallaghercaleb,Security
f1482664-55ae-4110-9bb9-c025393ac8ea,Google,Staff Engineer,2024-06-10,Austin,Principal,Stealth,linkedin.com/in/hunterkatrina,Distributed Systems
0a79468e-34aa-48e9-adb6-1f291fed249d,Google,Director of Engineering,2024-05-25,Seattle,Senior,Stealth,linkedin.com/in/josephadkins,Infrastructure
b18a8d5f-b7ad-45fd-84d8-7ebc326ffd40,Apple,ML Engineer,2023-10-17,NYC,Senior,Stealth,linkedin.com/in/marybuck,ML/AI
7805b95b-cdca-453a-926f-55087c6bab4f,Meta,Principal Engineer,2023-11-08,LA,Director,Launched,linkedin.com/in/lorraine82,Infrastructure
ccfeee24-2e9f-4e29-a846-c958a041a7cb,Netflix,Distinguished Engineer,2024-12-16,NYC,Director,Stealth,linkedin.com/in/xjones,Full Stack
92d28c27-6d9a-47cd-b251-a688b398e577,Amazon,Principal Engineer,2025-05-30,SF Bay Area,Director,Stealth,linkedin.com/in/tcase,ML/AI
fc5973f9-782e-4988-bc26-b64a36b9cec1,Microsoft,ML Engineer,2023-12-26,NYC,Director,Raised Seed,linkedin.com/in/lindseystone,Security
6d8553fc-97b9-423c-8d32-f177a94c4b20,Amazon,Principal Engineer,2025-02-12,Austin,Principal,Raised Seed,linkedin.com/in/jeffreyrodriguez,Data Engineering
8a2e4554-3779-44ff-87c2-9641c43c2b75,Amazon,ML Engineer,2024-09-20,NYC,Senior,Launched,linkedin.com/in/wallacekelly,Full Stack
463af590-4137-4752-a481-981f35d0e864,Google,Senior ML Engineer,2024-09-13,Boston,Director,Launched,linkedin.com/in/fho,Infrastructure
9e3f93bb-e21e-4ef3-917e-973fd69a6548,Google,Senior Engineer,2024-04-14,Boston,Senior,Raised Seed,linkedin.com/in/valeriewilkerson,Full Stack
4a8ebcdb-3437-4753-8fde-07f927ea2094,Apple,Engineering Manager,2024-07-19,LA,Senior,Launched,linkedin.com/in/jeremy21,Distributed Systems
94651f06-fbba-4147-85e3-95726efaa664,Google,Staff Engineer,2024-08-04,NYC,Director,Stealth,linkedin.com/in/camposkelsey,Distributed Systems
013779c4-dbfd-4ade-9671-eceb6aac35ca,Google,Senior ML Engineer,2024-06-25,SF Bay Area,Staff,Stealth,linkedin.com/in/priceluis,Security
15aa39cc-b9af-4f01-950b-a9113626fbc7,Google,Distinguished Engineer,2023-08-21,LA,Senior,Raised Seed,linkedin.com/in/morsedennis,Infrastructure
16515e0c-889f-4274-a8a0-c86757156395,Meta,Distinguished Engineer,2024-05-05,Austin,Director,Stealth,linkedin.com/in/npatel,ML/AI
2081aa84-8816-4cde-93c9-919585299874,Amazon,Staff Engineer,2024-11-09,Seattle,Senior,Stealth,linkedin.com/in/richardlogan,Security
3345c38c-1a3f-42f5-851d-1e30d7664573,Meta,Senior ML Engineer,2024-07-17,Seattle,Director,Stealth,linkedin.com/in/taylorcooper,Infrastructure
466aaf15-9829-4f23-99b2-30f09fe46121,Netflix,Staff Engineer,2025-05-21,NYC,Principal,Stealth,linkedin.com/in/christopher43,Data Engineering
dd1c0c86-54a6-4ff6-82d4-450248035233,Microsoft,Distinguished Engineer,2024-08-08,Seattle,Director,Raised Seed,linkedin.com/in/adavis,ML/AI
f14d86f9-a1c9-42d9-8727-84eb3f9ff4b7,Google,Director of Engineering,2024-03-28,Austin,Senior,Raised Seed,linkedin.com/in/ehall,Data Engineering
9c17d67c-0f47-4f71-880a-859891c9b8bc,Google,Principal Engineer,2024-04-20,Austin,Staff,Raised Seed,linkedin.com/in/nherrera,Full Stack
574461fd-c6bc-457d-80ff-483979976710,Amazon,Engineering Manager,2025-07-31,NYC,Senior,Raised Seed,linkedin.com/in/ipatton,Data Engineering
ccc7e631-7a1e-4739-94dd-a21cba085609,Apple,Senior ML Engineer,2025-06-27,SF Bay Area,Principal,Raised Seed,linkedin.com/in/gordonethan,Security
56c4b71c-0b22-4a27-ae1e-81e034136c41,Apple,Distinguished Engineer,2025-01-08,Seattle,Senior,Stealth,linkedin.com/in/fhernandez,Distributed Systems
841778a6-60d7-4d63-98e2-b8cb6bf05348,Google,Senior Engineer,2023-08-30,LA,Director,Stealth,linkedin.com/in/mclark,Infrastructure
64177362-dec4-4ab8-9ec1-1995e151da23,Google,Director of Engineering,2023-12-25,LA,Staff,Launched,linkedin.com/in/tina57,ML/AI
0a7ca1da-947d-4311-bc9c-d500525aff6a,Google,Principal Engineer,2024-07-05,SF Bay Area,Principal,Failed,linkedin.com/in/bobbyblack,Security
95d53aca-7889-449c-97c1-ebc771fdd072,Meta,Staff Engineer,2024-05-03,NYC,Director,Raised Seed,linkedin.com/in/erinmontes,Security
60ee5c6b-4429-4093-841a-110b88a33673,Google,Engineering Manager,2025-04-04,LA,Principal,Raised Seed,linkedin.com/in/taylor19,Distributed Systems
adfa11e2-8479-4524-950d-22074d33c6c6,Netflix,Senior Engineer,2024-04-30,SF Bay Area,Director,Stealth,linkedin.com/in/mary28,Infrastructure
3ad3b258-cfb2-4a3c-9149-4c44e3aed74b,Meta,Director of Engineering,2025-06-11,Seattle,Staff,Launched,linkedin.com/in/david38,Infrastructure
0df6435f-ac8e-4357-993b-142d41bbe264,Google,Senior ML Engineer,2023-09-26,Austin,Director,Stealth,linkedin.com/in/heather47,Data Engineering
71aedb8e-e687-4ed5-819d-417f50845beb,Amazon,Principal Engineer,2025-07-27,LA,Director,Stealth,linkedin.com/in/rosemark,Infrastructure
e2e43831-2a9e-4b1e-bc4e-2100ff8068e3,Amazon,Senior ML Engineer,2024-04-07,SF Bay Area,Staff,Stealth,linkedin.com/in/ashlee27,ML/AI
0ae7a855-3915-4934-a375-37720dc0dc59,Google,Principal Engineer,2024-01-19,NYC,Principal,Stealth,linkedin.com/in/ulewis,ML/AI
9d3013bc-604d-44fb-93f6-af1530d5ef39,Microsoft,Principal Engineer,2023-12-29,Austin,Staff,Stealth,linkedin.com/in/walkerchristina,Security
bfc0c2ec-22a4-4442-a2f3-847c8af528be,Microsoft,ML Engineer,2024-10-18,SF Bay Area,Director,Stealth,linkedin.com/in/jordanmichael,Infrastructure
235be375-2ca2-466f-8266-5159c03857ec,Google,Senior Engineer,2024-03-01,Austin,Staff,Stealth,linkedin.com/in/fmartinez,Full Stack
09786abb-2cb8-49e0-a3ad-4e16f117601d,Amazon,Distinguished Engineer,2024-03-25,LA,Senior,Stealth,linkedin.com/in/dianapearson,ML/AI
cc96fb7f-f348-47ed-86ca-0cde6fdc69f7,Meta,Engineering Manager,2024-11-12,LA,Staff,Stealth,linkedin.com/in/john01,Security
9fcad755-f014-471d-89d4-8871ae842a5c,Meta,Principal Engineer,2024-01-05,Boston,Director,Launched,linkedin.com/in/nicholasgonzalez,Distributed Systems
75b08e12-5dbc-4804-adab-39fdf3381ef1,Google,ML Engineer,2024-01-05,Seattle,Staff,Stealth,linkedin.com/in/villanuevatimothy,Full Stack
67314231-6976-4ff2-93f7-5daeb72c0765,Apple,Senior Engineer,2025-05-31,NYC,Principal,Stealth,linkedin.com/in/davisgarrett,ML/AI
93258728-f6cd-4235-b054-811029890cc2,Google,Director of Engineering,2024-02-07,NYC,Senior,Failed,linkedin.com/in/dspencer,Full Stack
d3aff468-ddcf-4a46-99fd-ab04f1ffcad2,Google,Distinguished Engineer,2025-05-08,LA,Director,Launched,linkedin.com/in/jacksonrobert,Security
811fca11-8c2b-4f9a-ab3b-5ce1f7711b5e,Microsoft,Senior ML Engineer,2023-11-19,NYC,Principal,Stealth,linkedin.com/in/spencermaxwell,Data Engineering
7125d3f8-241d-4106-8c57-fa0f2562327e,Google,Senior ML Engineer,2023-10-19,Boston,Principal,Stealth,linkedin.com/in/thomasdanielle,ML/AI
e7876776-59c3-4a25-9fef-c826ab245258,Google,Principal Engineer,2024-08-24,Austin,Director,Stealth,linkedin.com/in/michael37,Infrastructure
d5626b4f-a070-4814-b85e-fc10156424fe,Meta,Principal Engineer,2023-09-24,Boston,Staff,Stealth,linkedin.com/in/paynecolton,Data Engineering
a768ba14-5fab-4350-9fea-76bac6baf1b4,Amazon,Senior ML Engineer,2024-02-20,Austin,Principal,Failed,linkedin.com/in/tsalas,Full Stack
273064dd-57f5-4698-bb38-8999185431b8,Apple,Senior ML Engineer,2024-07-18,LA,Principal,Launched,linkedin.com/in/hernandezashley,Full Stack
7c3112e7-e2ea-411f-a42e-f605a1c80ad1,Google,Staff Engineer,2025-01-18,SF Bay Area,Senior,Launched,linkedin.com/in/awilliamson,ML/AI
a82affab-82a1-4d77-ad2b-7df767907ec5,Amazon,Senior Engineer,2024-04-20,Boston,Director,Stealth,linkedin.com/in/gainesmelissa,ML/AI
419af727-dd7d-4c31-9244-adefdd3b6285,Google,Distinguished Engineer,2024-11-30,LA,Senior,Raised Seed,linkedin.com/in/garciamargaret,Full Stack
75d0a579-c51f-43fc-9791-0877136625ad,Amazon,Distinguished Engineer,2023-11-01,Boston,Senior,Stealth,linkedin.com/in/sanchezmario,Full Stack
1ed02392-63f7-4528-9094-632542705b92,Amazon,Director of Engineering,2024-09-27,Austin,Staff,Stealth,linkedin.com/in/pyoung,Distributed Systems
d05a099b-ffe1-4dd8-9dc3-c59720034462,Apple,Distinguished Engineer,2025-05-08,Boston,Director,Launched,linkedin.com/in/whitejames,ML/AI
2b32e4cf-aad1-49e5-829b-7c6c4af5d04d,Apple,Engineering Manager,2023-09-06,Austin,Senior,Stealth,linkedin.com/in/chavezkathleen,Infrastructure
47711cf9-8a45-4e72-8612-1d26ef87e30f,Amazon,Distinguished Engineer,2025-03-06,Austin,Director,Stealth,linkedin.com/in/andrea26,ML/AI
a2bef21b-1c1e-4899-baff-2aa2bd6c2dd0,Google,ML Engineer,2024-09-11,Seattle,Principal,Stealth,linkedin.com/in/tiffanycarroll,Infrastructure
1cc1e551-0041-4386-9073-e4d905f947fc,Apple,Director of Engineering,2025-03-16,NYC,Director,Stealth,linkedin.com/in/ramirezlarry,Full Stack
ee2d6786-3e59-4046-aba7-0462f9f98b77,Amazon,Engineering Manager,2023-11-30,SF Bay Area,Director,Stealth,linkedin.com/in/campbelljennifer,ML/AI
d8df3d07-2620-46d6-84a7-2803115df690,Google,Senior Engineer,2023-10-04,SF Bay Area,Staff,Stealth,linkedin.com/in/jose98,Infrastructure
162bf36b-9887-46da-99e0-0244cc1183e6,Microsoft,ML Engineer,2024-06-24,NYC,Staff,Raised Seed,linkedin.com/in/melissahoward,Data Engineering
83176361-94d3-4b13-bf67-7a0545ed4d93,Microsoft,Senior ML Engineer,2023-12-16,Seattle,Director,Stealth,linkedin.com/in/perezamber,Distributed Systems
2c9562cf-dc1b-4ae5-98e4-dbd0c900e7d0,Google,Senior ML Engineer,2024-03-09,SF Bay Area,Director,Stealth,linkedin.com/in/dgutierrez,Distributed Systems
5d3de8e1-9945-49c4-8b1b-033b0ce28857,Amazon,Senior ML Engineer,2024-09-08,LA,Staff,Raised Seed,linkedin.com/in/charles82,Security
41b2c18a-41d7-42a8-b90e-ea960ef35ea6,Google,ML Engineer,2024-01-26,Boston,Staff,Stealth,linkedin.com/in/jessica24,Security
14fa07da-b6e8-46bb-8f14-7573312a7462,Google,Engineering Manager,2023-12-18,SF Bay Area,Staff,Stealth,linkedin.com/in/kayleeflores,Data Engineering
993babb4-7fcc-42f9-bc81-4b6768c37b47,Meta,Staff Engineer,2023-10-20,LA,Director,Stealth,linkedin.com/in/michelle45,Full Stack
1408ff80-ec58-4713-bd59-18f1ff7f0bc4,Amazon,Director of Engineering,2024-11-15,Boston,Staff,Stealth,linkedin.com/in/westkatherine,Infrastructure
ecb55c87-eada-446e-a81a-e29dc95cb5db,Amazon,Engineering Manager,2024-07-13,SF Bay Area,Senior,Launched,linkedin.com/in/amanda80,ML/AI
79329e01-52e3-4735-97e4-1a09a45a3b31,Apple,Senior ML Engineer,2024-06-06,SF Bay Area,Staff,Failed,linkedin.com/in/sullivankristin,ML/AI
8e882e2b-5e39-464f-a3cf-5533ae4ce8cf,Apple,Staff Engineer,2024-08-08,Boston,Director,Stealth,linkedin.com/in/katherine81,ML/AI
a06bb5f2-66ff-4cb2-9805-310df2e057df,Meta,Principal Engineer,2023-09-14,Austin,Principal,Stealth,linkedin.com/in/washingtonsharon,Distributed Systems
222e5e4c-533c-44a6-8717-43ffad7b475d,Google,Engineering Manager,2024-05-05,LA,Staff,Raised Seed,linkedin.com/in/tyoung,Infrastructure
db1bda95-9d00-4322-b2bf-1ea6f7a26340,Google,Engineering Manager,2025-07-19,Boston,Staff,Raised Seed,linkedin.com/in/jwilliams,Full Stack
7368f83f-68ba-4ee9-8199-e53cbac8993a,Amazon,Senior ML Engineer,2025-05-23,NYC,Senior,Launched,linkedin.com/in/wilsonbrittney,Infrastructure
e8237fcc-f55c-4798-a286-8b6471f8b9dd,Meta,Staff Engineer,2024-11-03,Seattle,Senior,Raised Seed,linkedin.com/in/kristensmith,Full Stack
d98bc60c-887d-43b2-837d-6b97dad17301,Meta,Staff Engineer,2024-12-26,SF Bay Area,Director,Launched,linkedin.com/in/alanberger,Data Engineering
752eb549-8943-4624-b0d1-ed519da88590,Google,Staff Engineer,2024-05-22,SF Bay Area,Staff,Stealth,linkedin.com/in/qsmith,Infrastructure
945adb2d-539a-454c-beb9-d3edbd2ce022,Google,Director of Engineering,2024-07-28,Seattle,Senior,Launched,linkedin.com/in/christopher32,ML/AI
edd8ca2c-9b2f-482c-aa44-0a2f2380a3e7,Amazon,Distinguished Engineer,2025-04-22,NYC,Staff,Launched,linkedin.com/in/gmiller,Security
30a06264-abb2-4054-bea9-4a51f14ef88d,Google,Staff Engineer,2024-06-20,Austin,Senior,Stealth,linkedin.com/in/rprice,Security
7f2463df-d774-4368-be89-470951e418c7,Meta,Staff Engineer,2025-08-01,Austin,Senior,Stealth,linkedin.com/in/fosterscott,Distributed Systems
5b4dcc99-e2bb-4c43-b92a-bddd5742909d,Google,Senior ML Engineer,2024-12-06,Austin,Principal,Stealth,linkedin.com/in/michelle68,Full Stack
a12cd3b9-65c9-40d5-b820-4c91138b9c27,Microsoft,Distinguished Engineer,2025-01-26,Seattle,Staff,Launched,linkedin.com/in/dware,Infrastructure
9c848823-1a7e-40bc-833c-0e115b69a00b,Amazon,Senior Engineer,2024-05-08,Seattle,Senior,Stealth,linkedin.com/in/sarahmyers,ML/AI
2c52393a-0a69-45d4-8bd7-35f057488e68,Google,ML Engineer,2025-04-16,NYC,Director,Launched,linkedin.com/in/lhorton,Data Engineering
e1a3e0e9-c42f-485b-aa73-1b7638400018,Meta,Senior Engineer,2024-02-01,Seattle,Principal,Stealth,linkedin.com/in/buckleykeith,ML/AI
54f056e3-b1d5-4c2c-96c7-778093746ef5,Google,Engineering Manager,2023-12-15,Boston,Senior,Stealth,linkedin.com/in/griffithroger,Data Engineering
8fa6c2dc-a708-4f0b-a033-3c0d24d4b4e0,Meta,Senior Engineer,2024-07-30,Boston,Staff,Launched,linkedin.com/in/darrenoliver,Distributed Systems
762135c9-675e-4331-9e91-3a5901c21ed8,Google,ML Engineer,2024-09-18,SF Bay Area,Staff,Stealth,linkedin.com/in/lisajohnson,ML/AI
6fc6ff23-aff4-48ad-b0c1-1eaed742c9b0,Google,ML Engineer,2024-06-30,Seattle,Staff,Failed,linkedin.com/in/vanessacarpenter,ML/AI
83a297c3-00bd-44c4-a8f9-3fe9698fdd75,Google,Principal Engineer,2025-01-05,NYC,Principal,Launched,linkedin.com/in/nwilson,Security
640e8c3c-0b06-4fb8-a823-3d9cc9ae8157,Meta,Engineering Manager,2023-11-25,SF Bay Area,Principal,Stealth,linkedin.com/in/elizabeth23,Full Stack
e6dbe5be-2346-48e7-a51b-0bddc9219237,Google,Director of Engineering,2025-05-08,Austin,Director,Stealth,linkedin.com/in/hclayton,Security
00882025-7d3f-4a9d-97d5-5a8b387978c3,Meta,Senior ML Engineer,2023-10-15,Seattle,Principal,Launched,linkedin.com/in/emilywhite,Distributed Systems
5579f2b3-3bfc-4690-badc-51fba1a1459e,Meta,Engineering Manager,2025-02-14,LA,Principal,Stealth,linkedin.com/in/jo65,Security
2c5ec881-e564-47f1-bff3-04af2d6e91c0,Google,Staff Engineer,2025-06-18,Boston,Principal,Failed,linkedin.com/in/williamsdavid,Distributed Systems
b6edccf1-d443-4279-a445-ea59d09d972b,Apple,Engineering Manager,2025-06-30,LA,Director,Stealth,linkedin.com/in/tuckermary,Security
1d8531ae-f5dd-4e8b-bb5e-a39d33a389e1,Microsoft,Distinguished Engineer,2025-03-27,Austin,Principal,Launched,linkedin.com/in/vasquezchristopher,Infrastructure
0eb4629a-f461-4186-896d-c400b370d18f,Meta,Staff Engineer,2024-07-19,Boston,Director,Launched,linkedin.com/in/hjones,Security
327a9cc7-1292-4b38-99b9-39a027836339,Apple,Engineering Manager,2025-07-25,Boston,Principal,Launched,linkedin.com/in/mathewoconnor,Infrastructure
30a0542d-860f-4e52-8885-2b02d01e56c1,Google,Staff Engineer,2024-05-03,Austin,Staff,Stealth,linkedin.com/in/hallrichard,ML/AI
1344afe6-6390-441b-a2ab-0e713d841cf9,Netflix,Director of Engineering,2025-01-06,Boston,Director,Stealth,linkedin.com/in/johnmckee,Infrastructure
cf3add79-b68c-4d29-82d1-da5d412ca7a5,Amazon,ML Engineer,2025-04-20,Austin,Senior,Stealth,linkedin.com/in/andrew30,ML/AI
368e55e3-1025-4b48-a784-e3799979baa4,Amazon,Principal Engineer,2024-04-14,NYC,Director,Launched,linkedin.com/in/chambersalexis,Distributed Systems
8a1d34dc-977b-4f24-b129-5620392b6445,Netflix,ML Engineer,2024-08-17,Seattle,Senior,Stealth,linkedin.com/in/kathleen95,Distributed Systems
29c3daa5-5a83-4581-8ef7-ec3d0ec08415,Google,ML Engineer,2024-10-12,NYC,Staff,Stealth,linkedin.com/in/kim07,Infrastructure
2ff62fce-79aa-4878-880d-b77f5329ec73,Apple,Staff Engineer,2024-11-17,SF Bay Area,Principal,Launched,linkedin.com/in/nathanthornton,Full Stack
beb04dcb-0692-4d9e-9f50-f5cf01cf0f2b,Google,Senior Engineer,2024-02-11,LA,Principal,Raised Seed,linkedin.com/in/millerlindsay,Distributed Systems
2b09020f-4e86-463d-9dc9-c1b824b9f589,Apple,Distinguished Engineer,2023-11-27,Boston,Principal,Raised Seed,linkedin.com/in/tyler14,Distributed Systems
f156ae5c-0ae5-4ec2-b099-78752bb33696,Netflix,Staff Engineer,2025-06-27,Austin,Principal,Stealth,linkedin.com/in/barnesvirginia,Data Engineering
1248c5f8-4673-4eed-8507-33080f7fa537,Apple,Engineering Manager,2024-12-06,Boston,Staff,Stealth,linkedin.com/in/tristan25,ML/AI
64813542-07d0-446d-a0fe-0b3760e97ed5,Apple,Director of Engineering,2025-03-23,LA,Senior,Launched,linkedin.com/in/jjohnson,Data Engineering
d4ace3d1-3a61-459a-8b83-63a134f39c23,Apple,Senior ML Engineer,2024-01-19,LA,Director,Launched,linkedin.com/in/johnsonmichelle,Infrastructure
392099a3-18ab-4887-a48d-e5de0002d460,Google,ML Engineer,2024-08-30,Seattle,Staff,Stealth,linkedin.com/in/larry52,ML/AI
7860f3c6-9ed7-45cf-978c-31e2ab00ba05,Microsoft,Distinguished Engineer,2025-04-05,Austin,Senior,Raised Seed,linkedin.com/in/itran,Infrastructure
316b4373-3356-4a0b-a91c-6473e79ac530,Google,Senior ML Engineer,2024-02-15,SF Bay Area,Senior,Stealth,linkedin.com/in/mary01,Security
b1b4e94c-22d6-4656-a8fa-fafff562809c,Google,Principal Engineer,2025-02-19,Boston,Principal,Launched,linkedin.com/in/sherrismith,Data Engineering
26e4e118-86bd-49f4-91c0-d4d4cb9b58ad,Apple,Senior ML Engineer,2025-05-13,Seattle,Senior,Stealth,linkedin.com/in/qlawson,Infrastructure
01b73db7-02df-4ece-b57d-d15479e43833,Amazon,Senior Engineer,2024-01-12,LA,Senior,Raised Seed,linkedin.com/in/haassandra,Security
05fb26f7-5b21-4b4c-97f5-ae5022d884bc,Meta,Director of Engineering,2024-11-15,Seattle,Director,Stealth,linkedin.com/in/susankrause,ML/AI
147b7ac5-41ea-4305-8f94-d1e68d664d9f,Meta,Senior Engineer,2024-12-15,NYC,Senior,Stealth,linkedin.com/in/akelly,ML/AI
bd7fe4d2-9709-4223-9256-fda418fd7b22,Google,Distinguished Engineer,2023-08-27,SF Bay Area,Director,Stealth,linkedin.com/in/jcook,Full Stack
86a52895-7522-45a4-9987-d55434d48dca,Meta,Director of Engineering,2024-03-04,NYC,Principal,Raised Seed,linkedin.com/in/rachel82,Infrastructure
5626a88f-4c07-4609-8916-a26f73cb290b,Meta,Senior ML Engineer,2024-10-13,SF Bay Area,Principal,Launched,linkedin.com/in/anthonycollins,Security
7420b9d3-bfc5-43da-ac80-625104f8250e,Google,Senior Engineer,2024-06-16,Austin,Principal,Stealth,linkedin.com/in/csullivan,Full Stack
b723a810-02c5-47a2-80e5-a949de46b58f,Google,Distinguished Engineer,2025-02-08,Austin,Senior,Stealth,linkedin.com/in/camachoemily,Infrastructure
029acd5f-9c97-43e9-ab4f-a24e7792df5d,Meta,Staff Engineer,2025-05-23,SF Bay Area,Staff,Failed,linkedin.com/in/wallerwanda,ML/AI
cdc334d2-1f85-4af1-9b52-115642d62938,Google,Senior Engineer,2025-04-22,Seattle,Senior,Stealth,linkedin.com/in/stephaniepace,Infrastructure
2151b5e6-6903-4577-8ef6-9da93f246d8e,Apple,Senior ML Engineer,2023-09-22,Seattle,Staff,Stealth,linkedin.com/in/pamela74,ML/AI
596b7a47-569f-402f-b022-053d2dda90e2,Meta,Engineering Manager,2023-11-23,LA,Principal,Launched,linkedin.com/in/kcordova,Data Engineering
49446703-8bee-4d70-ba17-28df722b7ba0,Meta,Senior Engineer,2024-03-23,LA,Senior,Stealth,linkedin.com/in/mday,Infrastructure
124a9819-8cdf-4b21-822f-52fb6bfa3ed6,Amazon,Senior Engineer,2023-08-12,SF Bay Area,Senior,Launched,linkedin.com/in/millerbilly,Infrastructure
cd019dd3-c012-46b3-9933-ff008589a95a,Meta,Staff Engineer,2024-01-01,NYC,Principal,Stealth,linkedin.com/in/jacobreed,Full Stack
f3b82cc2-6a87-4b1a-bd53-00d99ac20af2,Apple,Senior ML Engineer,2023-12-26,NYC,Staff,Stealth,linkedin.com/in/dstuart,Distributed Systems
a9749f68-fccb-4ae9-854f-4afdb44214b0,Meta,Distinguished Engineer,2024-09-06,SF Bay Area,Staff,Stealth,linkedin.com/in/crystalcannon,Infrastructure
59e50ae5-51b2-4c74-857c-1e9bbc0530aa,Microsoft,Principal Engineer,2024-03-07,Boston,Director,Stealth,linkedin.com/in/steventrevino,Full Stack
2d14e124-6358-4565-801d-f26e9bc35023,Google,Distinguished Engineer,2023-11-07,LA,Senior,Stealth,linkedin.com/in/christinaoliver,Data Engineering
69f6c4f2-b80e-41a5-8670-47a834250ddd,Google,Engineering Manager,2024-03-06,Boston,Director,Raised Seed,linkedin.com/in/daniel91,Full Stack
d6cf8ce4-33f8-4f13-a371-d590f2030773,Microsoft,Distinguished Engineer,2023-11-30,NYC,Principal,Stealth,linkedin.com/in/john90,Full Stack
ad6b14b5-0a42-4289-a7f3-494ba302800f,Amazon,Distinguished Engineer,2025-02-15,Seattle,Senior,Launched,linkedin.com/in/steven37,Infrastructure
4fa302bd-c171-4695-8a13-1ac65db2ed86,Apple,Director of Engineering,2024-07-22,LA,Senior,Stealth,linkedin.com/in/deanchristina,Infrastructure
